Date,Open,High,Low,Close,Adj Close,Volume
2017-03-07,16525.000000,16525.000000,16400.000000,16425.000000,16425.000000,207
2017-03-08,16683.000000,16726.199219,16663.000000,16726.199219,16726.199219,2534
2017-03-09,16918.000000,16971.000000,16887.800781,16900.000000,16900.000000,318
2017-03-10,16779.599609,16780.000000,16732.000000,16732.000000,16732.000000,487
2017-03-13,16750.000000,16762.599609,16692.599609,16744.900391,16744.900391,605
2017-03-14,16680.000000,16806.000000,16680.000000,16776.400391,16776.400391,681
2017-03-15,16510.000000,16769.000000,16400.000000,16400.000000,16400.000000,237
2017-03-16,16300.000000,16400.000000,16300.000000,16400.000000,16400.000000,974
2017-03-17,16400.000000,16400.000000,16259.000000,16275.000000,16275.000000,751
2017-03-21,16327.000000,16327.000000,16100.000000,16112.900391,16112.900391,207
2017-03-22,16092.000000,16176.000000,16080.000000,16153.000000,16153.000000,306
2017-03-23,16112.000000,16189.000000,16047.000000,16049.500000,16049.500000,752
2017-03-24,16019.000000,16034.000000,15855.000000,15855.000000,15855.000000,276
2017-03-27,15902.799805,16002.000000,15875.000000,15989.200195,15989.200195,4757
2017-03-28,16140.000000,16300.000000,16104.000000,16277.000000,16277.000000,2803
2017-03-29,16200.000000,16426.000000,16200.000000,16426.000000,16426.000000,1074
2017-03-30,16426.000000,16426.000000,16282.000000,16385.000000,16385.000000,626
2017-03-31,16614.000000,16760.000000,16614.000000,16645.900391,16645.900391,3288
2017-04-03,16600.000000,16757.000000,16600.000000,16757.000000,16757.000000,324
2017-04-04,17000.000000,17099.000000,16838.400391,17050.000000,17050.000000,1605
2017-04-05,17100.000000,17300.000000,17000.000000,17094.199219,17094.199219,1285
2017-04-06,17000.000000,17090.000000,16760.800781,16810.000000,16810.000000,1247
2017-04-07,16950.000000,16950.000000,16351.000000,16740.000000,16740.000000,1083
2017-04-10,16935.000000,17000.000000,16886.000000,16886.000000,16886.000000,184
2017-04-11,16982.000000,17000.000000,16900.000000,16900.000000,16900.000000,249
2017-04-12,16910.000000,16915.000000,16700.000000,16700.000000,16700.000000,296
2017-04-17,16576.000000,16684.699219,16576.000000,16684.699219,16684.699219,672
2017-04-18,16704.000000,16999.000000,16698.199219,16744.000000,16744.000000,366
2017-04-19,16990.000000,17115.000000,16915.000000,16915.000000,16915.000000,1277
2017-04-20,16885.000000,17060.000000,16885.000000,17000.000000,17000.000000,5568
2017-04-21,16902.900391,16965.000000,16900.000000,16900.000000,16900.000000,605
2017-04-24,16900.000000,17027.000000,16895.000000,17027.000000,17027.000000,357
2017-04-25,17190.000000,17245.000000,17115.000000,17141.000000,17141.000000,789
2017-04-26,17250.000000,17596.000000,17250.000000,17515.000000,17515.000000,6567
2017-04-27,17464.500000,17633.800781,17464.500000,17496.300781,17496.300781,1711
2017-04-28,18000.000000,18010.000000,17416.000000,17425.599609,17425.599609,10266
2017-05-02,17825.000000,17825.000000,17357.199219,17766.099609,17766.099609,2558
2017-05-03,17707.000000,17720.900391,17630.199219,17712.000000,17712.000000,4695
2017-05-04,17825.000000,17902.000000,17725.400391,17857.000000,17857.000000,1918
2017-05-05,17857.000000,17857.000000,17681.199219,17709.400391,17709.400391,804
2017-05-08,17960.000000,18145.000000,17915.000000,18145.000000,18145.000000,2527
2017-05-09,18300.000000,18360.000000,18263.000000,18269.800781,18269.800781,1239
2017-05-10,18055.699219,18073.300781,17981.800781,18010.199219,18010.199219,908
2017-05-11,17941.599609,17941.599609,17813.500000,17848.500000,17848.500000,1397
2017-05-12,17904.000000,18066.000000,17904.000000,18058.599609,18058.599609,12907
2017-05-15,17963.500000,17974.000000,17864.500000,17872.000000,17872.000000,1282
2017-05-16,17951.099609,18040.199219,17940.199219,17999.199219,17999.199219,692
2017-05-17,18000.000000,18000.000000,17692.000000,17724.500000,17724.500000,4568
2017-05-18,17999.000000,18143.199219,17999.000000,18095.000000,18095.000000,1601
2017-05-19,18053.000000,18125.800781,17997.500000,17997.500000,17997.500000,1071
2017-05-22,18050.000000,18120.000000,18016.000000,18094.099609,18094.099609,1367
2017-05-23,18100.000000,18140.000000,18020.099609,18099.300781,18099.300781,1045
2017-05-24,18100.000000,18200.000000,18038.800781,18200.000000,18200.000000,6161
2017-05-25,18195.000000,18500.000000,18195.000000,18454.400391,18454.400391,2026
2017-05-26,18455.000000,18455.000000,18344.599609,18392.300781,18392.300781,564
2017-05-29,18430.000000,18430.000000,18391.099609,18392.300781,18392.300781,8
2017-05-30,18430.099609,18672.400391,18430.099609,18650.000000,18650.000000,1710
2017-05-31,18700.000000,18711.400391,18465.599609,18560.000000,18560.000000,1904
2017-06-01,18489.000000,18519.900391,18418.000000,18497.599609,18497.599609,1262
2017-06-02,18538.199219,18846.000000,18538.199219,18822.000000,18822.000000,996
2017-06-05,18590.000000,18637.099609,18532.000000,18556.199219,18556.199219,1701
2017-06-06,18500.000000,18559.800781,18302.699219,18318.500000,18318.500000,1526
2017-06-07,18369.900391,18411.300781,18317.000000,18393.900391,18393.900391,1189
2017-06-08,18374.000000,18400.000000,18344.699219,18362.800781,18362.800781,850
2017-06-09,18402.599609,18402.599609,17600.000000,17734.500000,17734.500000,3741
2017-06-12,17720.000000,17869.400391,17200.000000,17530.000000,17530.000000,7364
2017-06-13,17703.000000,17784.000000,17562.300781,17747.599609,17747.599609,7755
2017-06-14,17650.300781,17735.699219,17474.199219,17550.000000,17550.000000,1005
2017-06-15,17251.000000,17435.000000,17251.000000,17399.900391,17399.900391,3029
2017-06-16,17651.000000,17968.800781,17651.000000,17910.000000,17910.000000,3876
2017-06-19,17940.000000,18065.000000,17804.400391,17911.699219,17911.699219,2646
2017-06-20,18050.000000,18209.300781,18047.000000,18114.599609,18114.599609,1385
2017-06-21,18114.599609,18300.000000,18061.699219,18279.699219,18279.699219,1988
2017-06-22,18250.000000,18276.000000,18100.000000,18158.199219,18158.199219,2020
2017-06-23,18043.599609,18056.599609,17986.599609,18030.000000,18030.000000,614
2017-06-26,18100.000000,18100.000000,17740.000000,17744.300781,17744.300781,906
2017-06-27,17851.599609,17851.599609,17570.000000,17579.800781,17579.800781,1765
2017-06-28,17400.000000,17674.000000,17400.000000,17674.000000,17674.000000,737
2017-06-29,17750.000000,17750.000000,17502.500000,17645.000000,17645.000000,736
2017-06-30,17567.099609,17715.000000,17567.099609,17595.699219,17595.699219,1162
2017-07-03,17654.000000,17654.000000,17300.000000,17380.000000,17380.000000,1381
2017-07-04,17400.000000,17400.000000,17370.000000,17380.000000,17380.000000,6
2017-07-05,17671.000000,17823.000000,17604.900391,17812.500000,17812.500000,22993
2017-07-06,17621.000000,17803.000000,17620.500000,17677.000000,17677.000000,690
2017-07-07,17677.000000,17750.000000,17630.000000,17696.900391,17696.900391,3578
2017-07-10,17740.000000,17980.699219,17696.900391,17936.699219,17936.699219,4666
2017-07-11,17870.000000,17870.000000,17715.000000,17835.099609,17835.099609,1362
2017-07-12,17808.599609,17945.000000,17781.199219,17918.599609,17918.599609,6696
2017-07-13,17819.500000,17940.000000,17680.000000,17707.000000,17707.000000,1028
2017-07-14,17621.699219,17638.000000,17550.000000,17596.000000,17596.000000,6843
2017-07-17,17783.099609,17794.300781,17690.500000,17720.800781,17720.800781,2610
2017-07-18,17751.400391,17965.000000,17718.699219,17938.900391,17938.900391,1599
2017-07-19,17940.000000,18050.000000,17940.000000,18016.300781,18016.300781,4005
2017-07-20,18100.000000,18100.000000,17950.000000,18038.000000,18038.000000,2962
2017-07-21,17900.000000,18070.000000,17790.000000,18066.599609,18066.599609,1859
2017-07-24,18165.000000,18450.000000,18165.000000,18435.400391,18435.400391,3128
2017-07-25,18395.000000,18590.000000,18344.000000,18500.000000,18500.000000,6677
2017-07-26,18550.000000,18730.000000,18500.000000,18600.000000,18600.000000,2902
2017-07-27,18700.000000,19175.000000,18440.000000,18548.400391,18548.400391,5862
2017-07-28,18000.000000,18320.400391,17630.000000,18132.800781,18132.800781,5298
2017-07-31,18000.000000,18000.000000,17586.000000,17595.800781,17595.800781,5705
2017-08-01,17744.000000,17861.000000,17728.500000,17764.400391,17764.400391,1480
2017-08-02,17800.800781,17896.800781,17581.000000,17773.800781,17773.800781,1925
2017-08-03,17800.000000,17850.000000,17603.199219,17669.900391,17669.900391,1144
2017-08-04,17613.099609,17684.000000,17600.000000,17610.500000,17610.500000,1124
2017-08-07,17820.000000,17888.300781,17746.000000,17802.400391,17802.400391,691
2017-08-08,17820.000000,17820.000000,17710.000000,17725.300781,17725.300781,3993
2017-08-09,17760.000000,17760.000000,17557.000000,17638.000000,17638.000000,2571
2017-08-10,17473.000000,17473.000000,17151.000000,17184.300781,17184.300781,3339
2017-08-11,17100.000000,17340.000000,17100.000000,17229.300781,17229.300781,665
2017-08-14,17341.199219,17510.000000,17341.199219,17485.000000,17485.000000,1350
2017-08-15,17550.000000,17700.000000,17500.000000,17516.500000,17516.500000,1531
2017-08-16,17289.000000,17469.800781,17255.599609,17286.000000,17286.000000,2828
2017-08-17,17220.000000,17220.000000,17136.800781,17163.199219,17163.199219,2302
2017-08-18,17120.000000,17213.000000,16994.000000,17001.500000,17001.500000,1027
2017-08-21,16860.099609,16860.099609,16715.599609,16841.000000,16841.000000,1171
2017-08-22,17049.099609,17100.000000,16986.300781,17095.800781,17095.800781,1949
2017-08-23,17010.000000,17010.000000,16917.900391,16960.000000,16960.000000,598
2017-08-24,16800.000000,16934.000000,16685.000000,16934.000000,16934.000000,2401
2017-08-25,16830.000000,16904.400391,16650.000000,16650.000000,16650.000000,2626
2017-08-28,16924.099609,16955.000000,16750.099609,16874.400391,16874.400391,1162
2017-08-29,16928.599609,17071.500000,16928.599609,17056.199219,17056.199219,493
2017-08-30,17072.300781,17213.000000,17072.300781,17146.599609,17146.599609,1240
2017-08-31,17346.000000,17542.000000,17346.000000,17515.000000,17515.000000,2951
2017-09-01,17480.000000,17500.000000,17201.000000,17413.000000,17413.000000,422
2017-09-04,17312.199219,17312.199219,17250.000000,17413.000000,17413.000000,3
2017-09-05,17325.000000,17325.000000,17230.000000,17260.000000,17260.000000,1003
2017-09-06,17231.000000,17469.900391,17138.000000,17214.599609,17214.599609,2156
2017-09-07,17458.099609,17458.099609,17304.400391,17304.400391,17304.400391,2084
2017-09-08,17283.000000,17298.000000,17085.000000,17099.400391,17099.400391,1568
2017-09-11,17290.000000,17400.000000,17238.500000,17278.000000,17278.000000,543
2017-09-12,17500.000000,17500.000000,17350.000000,17428.500000,17428.500000,955
2017-09-13,17510.000000,17740.000000,17509.199219,17715.300781,17715.300781,1694
2017-09-14,17550.500000,17626.300781,17524.599609,17540.500000,17540.500000,4542
2017-09-15,17511.000000,17638.500000,17400.000000,17433.000000,17433.000000,1271
2017-09-18,17527.000000,17527.000000,17251.099609,17290.000000,17290.000000,411
2017-09-19,17230.000000,17330.000000,17228.400391,17230.000000,17230.000000,290
2017-09-20,17101.000000,17300.000000,17075.000000,17300.000000,17300.000000,1391
2017-09-21,17256.599609,17302.000000,17249.000000,17273.500000,17273.500000,872
2017-09-22,17273.500000,17273.500000,16949.000000,16949.500000,16949.500000,476
2017-09-25,16862.000000,16862.000000,16707.000000,16829.699219,16829.699219,1213
2017-09-26,16979.000000,17000.000000,16800.000000,16840.000000,16840.000000,4482
2017-09-27,17144.699219,17357.199219,17112.199219,17350.000000,17350.000000,4558
2017-09-28,17338.800781,17450.800781,17338.800781,17365.000000,17365.000000,5993
2017-09-29,17461.000000,17518.000000,17461.000000,17504.000000,17504.000000,844
2017-10-02,17650.000000,17650.000000,17360.800781,17445.199219,17445.199219,2465
2017-10-03,17390.000000,17520.000000,17346.000000,17452.800781,17452.800781,1484
2017-10-04,17387.000000,17647.000000,17387.000000,17617.699219,17617.699219,1288
2017-10-05,17670.000000,18133.800781,17670.000000,18131.199219,18131.199219,6105
2017-10-06,18275.000000,18440.000000,18275.000000,18314.500000,18314.500000,5762
2017-10-09,18600.000000,18615.000000,18347.000000,18513.900391,18513.900391,2768
2017-10-10,18512.500000,18550.000000,18249.900391,18538.800781,18538.800781,3731
2017-10-11,18563.000000,18615.000000,18500.000000,18604.199219,18604.199219,1813
2017-10-12,18650.000000,18912.099609,18650.000000,18870.000000,18870.000000,2066
2017-10-13,18694.000000,19100.000000,18694.000000,19003.300781,19003.300781,1111
2017-10-16,19150.000000,19200.000000,19053.000000,19188.900391,19188.900391,2972
2017-10-17,19097.500000,19285.000000,18934.000000,18940.699219,18940.699219,2153
2017-10-18,18983.000000,19054.000000,18801.099609,18862.000000,18862.000000,2562
2017-10-19,18685.000000,18685.000000,18497.000000,18621.000000,18621.000000,1173
2017-10-20,18882.300781,18906.400391,18669.900391,18728.400391,18728.400391,1704
2017-10-23,18624.000000,18624.000000,18258.000000,18317.699219,18317.699219,2715
2017-10-24,18548.000000,18821.199219,18540.900391,18735.000000,18735.000000,1031
2017-10-25,18600.000000,18672.599609,18489.800781,18508.500000,18508.500000,616
2017-10-26,18550.699219,18820.000000,18501.199219,18709.800781,18709.800781,5188
2017-10-27,20003.000000,21170.000000,20003.000000,21094.099609,21094.099609,16781
2017-10-30,21394.699219,21470.000000,21094.099609,21337.400391,21337.400391,6886
2017-10-31,21225.000000,21228.099609,21105.000000,21178.000000,21178.000000,1165
2017-11-01,21120.000000,21120.000000,20750.000000,21065.800781,21065.800781,1477
2017-11-03,20750.000000,21300.000000,20750.000000,21297.000000,21297.000000,1832
2017-11-06,21230.000000,21800.000000,21147.800781,21365.400391,21365.400391,5611
2017-11-07,21402.000000,21600.000000,21000.000000,21500.000000,21500.000000,939
2017-11-08,21400.000000,21700.000000,21400.000000,21672.099609,21672.099609,1019
2017-11-09,21496.000000,21599.000000,21200.000000,21469.599609,21469.599609,2339
2017-11-10,21410.000000,21560.000000,21410.000000,21487.000000,21487.000000,1659
2017-11-13,21487.000000,21900.000000,21487.000000,21671.699219,21671.699219,275
2017-11-14,21650.000000,21776.900391,21573.300781,21753.199219,21753.199219,4229
2017-11-15,21600.000000,21795.000000,21590.000000,21680.000000,21680.000000,3106
2017-11-16,21680.000000,21768.500000,21655.199219,21705.199219,21705.199219,2066
2017-11-17,21607.599609,21609.599609,21317.000000,21340.000000,21340.000000,1460
2017-11-21,21325.300781,21440.199219,21325.300781,21410.000000,21410.000000,1341
2017-11-22,21490.000000,21622.000000,21490.000000,21558.000000,21558.000000,1274
2017-11-23,21558.000000,21558.000000,21558.000000,21558.000000,21558.000000,3
2017-11-24,21780.000000,22050.000000,21740.000000,22012.000000,22012.000000,2051
2017-11-27,22196.000000,22420.500000,22059.000000,22255.500000,22255.500000,6543
2017-11-28,22270.000000,22400.000000,22108.000000,22117.500000,22117.500000,1680
2017-11-29,21885.000000,21885.000000,21200.000000,21500.000000,21500.000000,3372
2017-11-30,21675.000000,21971.400391,21675.000000,21864.800781,21864.800781,1437
2017-12-01,21937.000000,21975.800781,21498.800781,21635.099609,21635.099609,2464
2017-12-04,21320.000000,21517.400391,21050.000000,21050.000000,21050.000000,983
2017-12-05,21363.699219,21680.000000,21363.699219,21391.099609,21391.099609,20563
2017-12-06,21583.000000,21790.000000,21556.000000,21790.000000,21790.000000,918
2017-12-07,21900.000000,22040.000000,21860.000000,21975.000000,21975.000000,1252
2017-12-08,22161.000000,22161.000000,21988.900391,22026.800781,22026.800781,1590
2017-12-11,22140.400391,22245.000000,21925.900391,22233.000000,22233.000000,594
2017-12-13,22334.000000,22381.599609,22159.000000,22159.000000,22159.000000,981
2017-12-14,22350.000000,22496.000000,22318.699219,22460.000000,22460.000000,4076
2017-12-15,22480.000000,22540.000000,22389.599609,22522.000000,22522.000000,6655
2017-12-18,22565.199219,22754.400391,22565.199219,22754.400391,22754.400391,737
2017-12-19,22722.199219,22830.000000,22695.199219,22804.400391,22804.400391,1839
2017-12-20,22695.000000,22725.000000,22630.000000,22696.500000,22696.500000,243
2017-12-21,22715.000000,23010.000000,22715.000000,22895.000000,22895.000000,974
2017-12-22,22857.699219,23100.000000,22857.699219,23090.000000,23090.000000,982
2017-12-26,22908.199219,23448.300781,22806.000000,23374.800781,23374.800781,1547
2017-12-27,23300.000000,23500.000000,23250.000000,23275.000000,23275.000000,1067
2017-12-28,23400.000000,23452.199219,23358.000000,23407.000000,23407.000000,478
2017-12-29,23358.000000,23358.000000,22985.000000,22985.000000,22985.000000,650
2018-01-02,22940.000000,23203.300781,22940.000000,23155.000000,23155.000000,393
2018-01-03,23119.000000,23341.199219,23119.000000,23300.000000,23300.000000,1025
2018-01-04,23380.000000,23423.599609,23200.000000,23416.800781,23416.800781,2359
2018-01-05,23500.000000,23545.699219,23400.000000,23537.099609,23537.099609,925
2018-01-08,23808.500000,24009.900391,23808.500000,23895.599609,23895.599609,2904
2018-01-09,24252.000000,24252.000000,23970.000000,24150.000000,24150.000000,1546
2018-01-10,24050.000000,24205.000000,23884.000000,24190.000000,24190.000000,2367
2018-01-11,24440.000000,24605.000000,24367.000000,24530.000000,24530.000000,692
2018-01-12,24328.099609,24911.000000,24328.099609,24840.000000,24840.000000,1761
2018-01-15,25199.000000,25240.000000,24696.099609,24696.099609,24696.099609,110
2018-01-16,25060.000000,25168.000000,24414.699219,24547.300781,24547.300781,2246
2018-01-17,24318.000000,24318.000000,23957.000000,24291.800781,24291.800781,2819
2018-01-18,24110.000000,24355.300781,24050.000000,24100.000000,24100.000000,1333
2018-01-19,24232.000000,24253.500000,24060.000000,24081.199219,24081.199219,1587
2018-01-22,24356.900391,24754.000000,24356.900391,24736.300781,24736.300781,1179
2018-01-23,24800.000000,25598.000000,24800.000000,25527.800781,25527.800781,4246
2018-01-24,25600.000000,25600.000000,24900.000000,25108.599609,25108.599609,2211
2018-01-25,25139.000000,25620.400391,25076.699219,25594.000000,25594.000000,637
2018-01-26,25700.000000,25977.800781,25640.500000,25968.500000,25968.500000,2322
2018-01-29,26123.000000,26651.599609,26123.000000,26383.500000,26383.500000,3670
2018-01-30,26300.000000,26953.500000,26279.599609,26945.800781,26945.800781,1467
2018-01-31,27030.000000,27450.000000,27030.000000,27143.099609,27143.099609,7320
2018-02-01,26737.400391,26818.400391,25530.000000,25811.900391,25811.900391,5483
2018-02-02,27120.000000,27680.000000,26139.099609,26600.000000,26600.000000,10302
2018-02-06,25800.000000,26750.000000,25500.000000,26750.000000,26750.000000,5422
2018-02-07,27010.000000,27216.000000,26600.000000,26641.099609,26641.099609,1124
2018-02-08,26656.900391,26732.400391,25662.900391,25695.699219,25695.699219,3771
2018-02-09,25800.000000,25972.500000,24245.000000,25073.400391,25073.400391,8078
2018-02-12,25425.000000,25950.000000,25100.000000,25950.000000,25950.000000,2003
2018-02-13,26131.699219,26497.000000,26130.000000,26420.900391,26420.900391,3687
2018-02-14,26400.000000,26960.000000,26400.000000,26960.000000,26960.000000,3634
2018-02-15,27133.800781,27133.800781,26830.000000,26994.199219,26994.199219,2327
2018-02-16,27050.000000,27050.000000,26550.000000,26895.000000,26895.000000,810
2018-02-19,26895.000000,26895.000000,26895.000000,26895.000000,26895.000000,4
2018-02-20,27251.800781,27840.000000,27251.800781,27396.400391,27396.400391,7248
2018-02-21,27762.000000,28140.000000,27653.599609,28012.599609,28012.599609,4430
2018-02-22,28050.000000,28050.000000,27553.300781,27632.099609,27632.099609,1366
2018-02-23,27750.000000,27866.400391,27620.000000,27780.000000,27780.000000,560
2018-02-26,28000.000000,28417.800781,28000.000000,28370.000000,28370.000000,1937
2018-02-27,28473.000000,28643.000000,28380.000000,28506.699219,28506.699219,1539
2018-02-28,28640.000000,28791.599609,28540.000000,28617.199219,28617.199219,1320
2018-03-01,28626.500000,28659.000000,27770.000000,28150.000000,28150.000000,1243
2018-03-02,27691.000000,28500.000000,27623.000000,28500.000000,28500.000000,1512
2018-03-05,28191.000000,28715.000000,28180.000000,28656.800781,28656.800781,3917
2018-03-06,28750.599609,28840.000000,28700.000000,28808.400391,28808.400391,2636
2018-03-07,28808.400391,28965.000000,28773.400391,28907.900391,28907.900391,822
2018-03-08,29000.000000,29093.000000,28865.000000,28902.699219,28902.699219,1428
2018-03-09,28975.000000,29395.000000,28928.199219,29395.000000,29395.000000,1715
2018-03-12,29720.000000,30000.000000,29715.000000,29732.699219,29732.699219,854
2018-03-13,30000.000000,30000.000000,29350.000000,29599.000000,29599.000000,2847
2018-03-14,29760.300781,29817.800781,29600.000000,29617.199219,29617.199219,7233
2018-03-15,29740.000000,29740.000000,29568.000000,29617.000000,29617.000000,1297
2018-03-16,29688.599609,29694.500000,29319.000000,29364.699219,29364.699219,1224
2018-03-20,29199.000000,29810.599609,29097.000000,29754.500000,29754.500000,9497
2018-03-21,29450.000000,29480.000000,28961.099609,29027.900391,29027.900391,1250
2018-03-22,28942.000000,28951.199219,28660.000000,28727.400391,28727.400391,1311
2018-03-23,28680.000000,28680.000000,27775.000000,27809.199219,27809.199219,4954
2018-03-26,28165.300781,28488.000000,27630.800781,28481.199219,28481.199219,1198
2018-03-27,28800.000000,29000.000000,27344.000000,27400.500000,27400.500000,1525
2018-03-28,27000.000000,27000.000000,25437.000000,26235.900391,26235.900391,3446
2018-04-02,25870.000000,25870.000000,24930.000000,24938.000000,24938.000000,10017
2018-04-03,25304.099609,25700.000000,24780.000000,25382.300781,25382.300781,2738
2018-04-04,25020.000000,25500.000000,24975.000000,25473.900391,25473.900391,1869
2018-04-05,26000.000000,26427.000000,25932.000000,26419.099609,26419.099609,1787
2018-04-06,26206.599609,26411.000000,25700.000000,25752.699219,25752.699219,966
2018-04-09,26200.000000,26225.000000,25780.000000,25831.099609,25831.099609,832
2018-04-10,26220.000000,26250.000000,25981.900391,26232.000000,26232.000000,718
2018-04-11,26320.000000,26382.800781,26038.699219,26042.900391,26042.900391,4359
2018-04-12,26100.000000,26385.000000,26100.000000,26385.000000,26385.000000,1164
2018-04-13,26350.000000,26400.000000,25881.000000,25881.000000,25881.000000,410
2018-04-16,25980.000000,26062.400391,25837.300781,25905.599609,25905.599609,1945
2018-04-17,26276.300781,27127.000000,26276.300781,27100.000000,27100.000000,5401
2018-04-18,27270.000000,27700.000000,27150.000000,27616.099609,27616.099609,4218
2018-04-19,27900.000000,28800.000000,27900.000000,28771.500000,28771.500000,2799
2018-04-20,28800.000000,29100.000000,28206.599609,28300.000000,28300.000000,3822
2018-04-23,28803.000000,29109.500000,28576.000000,28681.300781,28681.300781,954
2018-04-24,28850.000000,28850.000000,27340.000000,27485.000000,27485.000000,1712
2018-04-25,27500.000000,28000.000000,27100.000000,27475.000000,27475.000000,5602
2018-04-26,28200.000000,28888.000000,27900.000000,28507.599609,28507.599609,5520
2018-04-27,29925.000000,30600.000000,29150.000000,29344.099609,29344.099609,13320
2018-04-30,29350.000000,29930.000000,29330.000000,29459.800781,29459.800781,1063
2018-05-02,29900.199219,30310.000000,29412.000000,30000.000000,30000.000000,5778
2018-05-03,29801.000000,30000.000000,29470.000000,29999.900391,29999.900391,942
2018-05-04,30000.000000,30470.000000,29999.900391,30464.000000,30464.000000,4298
2018-05-07,30600.000000,31200.000000,30600.000000,31116.599609,31116.599609,1649
2018-05-08,31176.199219,31211.199219,30997.000000,31131.400391,31131.400391,1557
2018-05-09,31300.000000,31440.000000,31051.000000,31420.000000,31420.000000,940
2018-05-10,31420.000000,31420.000000,30899.099609,30946.000000,30946.000000,2770
2018-05-11,30793.000000,31254.000000,30751.500000,31020.000000,31020.000000,1093
2018-05-14,31332.000000,31445.000000,31250.000000,31445.000000,31445.000000,516
2018-05-15,31500.000000,31500.000000,30824.000000,30950.699219,30950.699219,2348
2018-05-16,31165.000000,31370.000000,31031.099609,31031.099609,31031.099609,1050
2018-05-17,31203.000000,31425.000000,31075.000000,31150.000000,31150.000000,509
2018-05-18,31360.000000,31521.000000,31352.000000,31399.300781,31399.300781,749
2018-05-21,31600.000000,31712.000000,31300.000000,31468.800781,31468.800781,701
2018-05-22,31300.000000,31323.000000,31116.199219,31312.400391,31312.400391,596
2018-05-23,31260.000000,31330.000000,31000.000000,31290.699219,31290.699219,1420
2018-05-24,31455.000000,31652.800781,31455.000000,31523.500000,31523.500000,1373
2018-05-25,31630.000000,31668.000000,31440.000000,31465.000000,31465.000000,786
2018-05-28,31559.000000,31559.000000,31559.000000,31559.000000,31559.000000,46
2018-05-29,31698.000000,32010.000000,31670.000000,31912.000000,31912.000000,1167
2018-05-30,31906.000000,32180.000000,31880.000000,32121.300781,32121.300781,2380
2018-05-31,32360.000000,32680.000000,32360.000000,32555.000000,32555.000000,2680
2018-06-01,32500.000000,32790.000000,32450.000000,32764.300781,32764.300781,2514
2018-06-04,32903.199219,33395.000000,32903.199219,33390.398438,33390.398438,1080
2018-06-05,33700.000000,34660.000000,33700.000000,34660.000000,34660.000000,1561
2018-06-06,34600.000000,34680.000000,34319.000000,34343.601563,34343.601563,1795
2018-06-07,34660.000000,34700.000000,34320.000000,34631.199219,34631.199219,2458
2018-06-08,34390.300781,34643.000000,34150.000000,34150.000000,34150.000000,1841
2018-06-11,34500.000000,34833.500000,34470.000000,34814.398438,34814.398438,623
2018-06-12,34923.000000,35130.000000,34857.000000,35070.000000,35070.000000,1057
2018-06-13,35334.000000,35524.398438,35170.500000,35350.000000,35350.000000,1227
2018-06-14,35310.000000,35882.000000,35310.000000,35882.000000,35882.000000,2079
2018-06-15,35881.000000,35881.000000,35435.000000,35461.398438,35461.398438,1811
2018-06-18,35612.000000,35698.898438,35352.000000,35490.000000,35490.000000,1530
2018-06-19,35290.000000,35654.398438,35060.000000,35636.699219,35636.699219,1842
2018-06-20,35553.000000,35900.000000,35553.000000,35734.199219,35734.199219,7782
2018-06-21,35500.000000,35532.101563,35083.000000,35127.199219,35127.199219,2279
2018-06-22,35000.000000,35000.000000,34383.300781,34399.300781,34399.300781,6108
2018-06-25,34383.300781,34383.300781,32824.300781,33009.199219,33009.199219,2412
2018-06-26,33125.300781,33820.000000,33125.300781,33741.000000,33741.000000,1786
2018-06-27,34100.000000,34120.500000,33560.000000,33578.398438,33578.398438,885
2018-06-28,33155.699219,33650.000000,33155.699219,33625.398438,33625.398438,7950
2018-06-29,33840.000000,34043.500000,33530.000000,33903.601563,33903.601563,4652
2018-07-02,33903.601563,34240.000000,33903.601563,34190.000000,34190.000000,9981
2018-07-03,33715.898438,33850.000000,33234.898438,33276.000000,33276.000000,1026
2018-07-04,33250.000000,33285.000000,33250.000000,33276.000000,33276.000000,8
2018-07-05,33150.000000,33150.000000,32406.000000,32670.000000,32670.000000,6968
2018-07-06,32566.000000,32720.000000,32546.000000,32618.699219,32618.699219,2288
2018-07-09,32882.000000,33340.000000,32882.000000,33316.199219,33316.199219,4482
2018-07-10,33340.000000,33340.000000,32884.101563,32884.101563,32884.101563,666
2018-07-11,33210.000000,33797.000000,33090.000000,33486.898438,33486.898438,501
2018-07-12,33480.000000,34063.800781,33430.000000,34025.000000,34025.000000,892
2018-07-13,34250.000000,34410.000000,34093.800781,34370.101563,34370.101563,1362
2018-07-16,34279.300781,34729.699219,34279.300781,34300.300781,34300.300781,777
2018-07-17,34001.000000,34957.300781,34001.000000,34957.300781,34957.300781,4010
2018-07-18,35000.000000,35190.000000,34639.000000,34826.000000,34826.000000,976
2018-07-19,35099.000000,35115.000000,34565.000000,34585.000000,34585.000000,793
2018-07-20,34710.000000,34879.000000,34504.300781,34700.000000,34700.000000,822
2018-07-23,34384.000000,34485.101563,34020.000000,34075.398438,34075.398438,830
2018-07-24,34525.000000,34669.000000,34220.000000,34511.199219,34511.199219,2225
2018-07-25,34299.000000,34800.000000,34270.300781,34707.199219,34707.199219,670
2018-07-26,34520.000000,34520.000000,33668.000000,33679.800781,33679.800781,16033
2018-07-27,34900.000000,34999.000000,33653.601563,33832.800781,33832.800781,1433
2018-07-30,33700.000000,33700.000000,32800.000000,32906.601563,32906.601563,2905
