Date,Open,High,Low,Close,Adj Close,Volume
2012-02-22,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-02-23,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-02-24,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-02-27,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-02-28,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-02-29,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-03-01,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-03-02,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-03-05,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-03-06,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-03-07,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-03-08,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-03-09,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-03-12,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-03-13,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-03-14,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-03-15,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-03-16,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-03-20,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-03-21,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-03-22,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-03-23,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-03-26,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-03-27,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-03-28,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-03-29,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-03-30,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-04-02,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-04-03,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-04-04,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-04-09,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-04-10,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-04-11,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-04-12,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-04-13,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-04-16,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-04-17,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-04-18,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-04-19,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-04-20,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-04-23,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-04-24,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-04-25,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-04-26,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-04-27,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-04-30,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-05-02,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-05-03,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-05-04,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-05-07,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-05-08,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-05-09,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-05-10,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-05-11,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-05-14,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-05-15,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-05-16,978.929993,978.929993,978.929993,978.929993,978.929993,0
2012-05-17,3080.010010,3080.010010,3038.270020,3051.000000,3051.000000,1607
2012-05-18,2972.479980,2972.479980,2972.479980,2972.479980,2972.479980,70
2012-05-21,2972.479980,2972.479980,2972.479980,2972.479980,2972.479980,0
2012-05-22,2998.620117,2998.620117,2998.620117,2998.620117,2998.620117,1000
2012-05-23,2982.000000,3013.000000,2980.000000,3013.000000,3013.000000,255
2012-05-24,3013.000000,3013.000000,3013.000000,3013.000000,3013.000000,0
2012-05-25,3013.000000,3013.000000,3013.000000,3013.000000,3013.000000,0
2012-05-28,3013.000000,3013.000000,3013.000000,3013.000000,3013.000000,0
2012-05-29,3013.000000,3013.000000,3013.000000,3013.000000,3013.000000,0
2012-05-30,2970.000000,2970.000000,2970.000000,2970.000000,2970.000000,138
2012-05-31,3250.000000,3250.000000,3024.000000,3024.000000,3024.000000,277
2012-06-01,3024.000000,3024.000000,3024.000000,3024.000000,3024.000000,0
2012-06-04,3024.000000,3024.000000,3024.000000,3024.000000,3024.000000,0
2012-06-05,3024.000000,3039.000000,3024.000000,3031.500000,3031.500000,480
2012-06-06,3072.199951,3072.199951,3072.199951,3072.199951,3072.199951,300
2012-06-07,3060.679932,3060.679932,3060.679932,3060.679932,3060.679932,250
2012-06-08,3040.000000,3040.000000,3039.000000,3039.000000,3039.000000,3400
2012-06-11,3082.000000,3082.000000,3082.000000,3082.000000,3082.000000,75
2012-06-12,3032.000000,3032.000000,3032.000000,3032.000000,3032.000000,2
2012-06-13,3032.000000,3032.000000,3032.000000,3032.000000,3032.000000,0
2012-06-14,3032.000000,3032.000000,3032.000000,3032.000000,3032.000000,0
2012-06-15,3049.000000,3049.000000,3049.000000,3049.000000,3049.000000,10
2012-06-18,3090.600098,3090.600098,3090.600098,3090.600098,3090.600098,80
2012-06-19,3057.100098,3057.100098,3057.100098,3057.100098,3057.100098,6500
2012-06-20,3057.100098,3057.100098,3057.100098,3057.100098,3057.100098,0
2012-06-21,3082.100098,3082.100098,3082.100098,3082.100098,3082.100098,283
2012-06-22,3036.649902,3036.649902,3036.649902,3036.649902,3036.649902,65
2012-06-25,3078.000000,3078.000000,3078.000000,3078.000000,3078.000000,30
2012-06-26,3115.090088,3115.090088,3115.090088,3115.090088,3115.090088,3200
2012-06-27,3115.090088,3115.090088,3115.090088,3115.090088,3115.090088,0
2012-06-28,2997.389893,2997.389893,2997.389893,2997.389893,2997.389893,3001
2012-06-29,2997.389893,2997.389893,2997.389893,2997.389893,2997.389893,0
2012-07-03,3039.129883,3039.129883,3039.129883,3039.129883,3039.129883,0
2012-07-04,3039.129883,3039.129883,3039.129883,3039.129883,3039.129883,0
2012-07-05,3039.129883,3039.129883,3039.129883,3039.129883,3039.129883,100
2012-07-06,3039.129883,3039.129883,3039.129883,3039.129883,3039.129883,0
2012-07-09,3039.129883,3039.129883,3039.129883,3039.129883,3039.129883,0
2012-07-10,3039.129883,3039.129883,3039.129883,3039.129883,3039.129883,0
2012-07-11,2895.000000,2895.000000,2895.000000,2895.000000,2895.000000,100
2012-07-12,2892.989990,2901.800049,2892.989990,2901.800049,2901.800049,450
2012-07-13,2901.800049,2901.800049,2901.800049,2901.800049,2901.800049,0
2012-07-16,2864.500000,2864.500000,2864.500000,2864.500000,2864.500000,5
2012-07-17,2852.000000,2852.000000,2852.000000,2852.000000,2852.000000,100
2012-07-18,2860.500000,2863.409912,2860.500000,2863.409912,2863.409912,180
2012-07-19,3000.500000,3000.500000,2994.500000,2994.500000,2994.500000,5180
2012-07-20,2994.500000,2994.500000,2994.500000,2994.500000,2994.500000,0
2012-07-23,2994.500000,2994.500000,2994.500000,2994.500000,2994.500000,0
2012-07-24,2994.500000,2994.500000,2994.500000,2994.500000,2994.500000,0
2012-07-25,2984.000000,2984.000000,2984.000000,2984.000000,2984.000000,34
2012-07-26,2984.000000,2984.000000,2984.000000,2984.000000,2984.000000,0
2012-07-27,3090.000000,3140.000000,3090.000000,3140.000000,3140.000000,51
2012-07-30,3145.000000,3145.000000,3145.000000,3145.000000,3145.000000,70
2012-07-31,3145.000000,3145.000000,3145.000000,3145.000000,3145.000000,0
2012-08-01,3080.000000,3080.000000,3080.000000,3080.000000,3080.000000,230
2012-08-02,3075.000000,3075.000000,3075.000000,3075.000000,3075.000000,40
2012-08-03,3096.800049,3096.800049,3095.500000,3095.500000,3095.500000,115
2012-08-06,3095.500000,3095.500000,3095.500000,3095.500000,3095.500000,0
2012-08-07,3077.000000,3077.000000,3077.000000,3077.000000,3077.000000,75
2012-08-08,3077.000000,3077.000000,3077.000000,3077.000000,3077.000000,0
2012-08-09,3077.000000,3077.000000,3077.000000,3077.000000,3077.000000,0
2012-08-10,3077.000000,3077.000000,3077.000000,3077.000000,3077.000000,0
2012-08-13,3077.000000,3077.000000,3077.000000,3077.000000,3077.000000,0
2012-08-14,3087.520020,3087.520020,3087.520020,3087.520020,3087.520020,1
2012-08-15,3095.000000,3095.000000,3095.000000,3095.000000,3095.000000,350
2012-08-16,3095.000000,3095.000000,3095.000000,3095.000000,3095.000000,0
2012-08-17,3175.000000,3175.000000,3175.000000,3175.000000,3175.000000,106
2012-08-20,3175.000000,3175.000000,3175.000000,3175.000000,3175.000000,0
2012-08-21,3155.000000,3155.000000,3155.000000,3155.000000,3155.000000,2
2012-08-22,3177.000000,3199.000000,3177.000000,3199.000000,3199.000000,3380
2012-08-23,3165.000000,3165.000000,3165.000000,3165.000000,3165.000000,5
2012-08-24,3165.000000,3165.000000,3165.000000,3165.000000,3165.000000,0
2012-08-27,3213.500000,3213.500000,3213.500000,3213.500000,3213.500000,15
2012-08-28,3213.500000,3213.500000,3213.500000,3213.500000,3213.500000,0
2012-08-29,3288.000000,3288.000000,3288.000000,3288.000000,3288.000000,245
2012-08-30,3288.000000,3288.000000,3288.000000,3288.000000,3288.000000,0
2012-08-31,3288.000000,3288.000000,3288.000000,3288.000000,3288.000000,0
2012-09-03,3288.000000,3288.000000,3288.000000,3288.000000,3288.000000,0
2012-09-04,3301.649902,3301.649902,3301.649902,3301.649902,3301.649902,1
2012-09-05,3301.649902,3301.649902,3301.649902,3301.649902,3301.649902,0
2012-09-06,3301.649902,3301.649902,3301.649902,3301.649902,3301.649902,0
2012-09-07,3301.649902,3301.649902,3301.649902,3301.649902,3301.649902,0
2012-09-10,3338.780029,3338.780029,3338.780029,3338.780029,3338.780029,6
2012-09-11,3338.780029,3338.780029,3338.780029,3338.780029,3338.780029,0
2012-09-12,3328.000000,3328.000000,3328.000000,3328.000000,3328.000000,45
2012-09-14,3328.000000,3335.000000,3328.000000,3335.000000,3335.000000,21
2012-09-17,3335.000000,3335.000000,3335.000000,3335.000000,3335.000000,0
2012-09-18,3335.000000,3335.000000,3335.000000,3335.000000,3335.000000,0
2012-09-19,3355.010010,3365.000000,3355.010010,3365.000000,3365.000000,33
2012-09-20,3365.000000,3365.000000,3365.000000,3365.000000,3365.000000,0
2012-09-21,3331.000000,3331.000000,3331.000000,3331.000000,3331.000000,335
2012-09-24,3290.000000,3290.000000,3290.000000,3290.000000,3290.000000,1
2012-09-25,3244.300049,3245.300049,3244.300049,3244.600098,3244.600098,3335
2012-09-26,3213.000000,3213.000000,3213.000000,3213.000000,3213.000000,60
2012-09-27,3213.000000,3213.000000,3213.000000,3213.000000,3213.000000,0
2012-09-28,3213.000000,3213.000000,3213.000000,3213.000000,3213.000000,0
2012-10-01,3213.000000,3213.000000,3213.000000,3213.000000,3213.000000,0
2012-10-02,3220.000000,3220.000000,3220.000000,3220.000000,3220.000000,8
2012-10-03,3220.000000,3220.000000,3220.000000,3220.000000,3220.000000,0
2012-10-04,3296.500000,3296.500000,3296.500000,3296.500000,3296.500000,490
2012-10-05,3296.500000,3296.500000,3296.500000,3296.500000,3296.500000,0
2012-10-08,3305.000000,3305.000000,3305.000000,3305.000000,3305.000000,5
2012-10-09,3270.000000,3270.000000,3246.199951,3246.199951,3246.199951,246
2012-10-10,3246.199951,3246.199951,3246.199951,3246.199951,3246.199951,0
2012-10-11,3246.199951,3246.199951,3246.199951,3246.199951,3246.199951,0
2012-10-12,3246.199951,3246.199951,3246.199951,3246.199951,3246.199951,0
2012-10-15,3246.199951,3246.199951,3246.199951,3246.199951,3246.199951,0
2012-10-16,3246.199951,3246.199951,3246.199951,3246.199951,3246.199951,0
2012-10-17,3179.000000,3179.000000,3152.020020,3155.000000,3155.000000,955
2012-10-18,3171.199951,3208.620117,3140.560059,3140.560059,3140.560059,820
2012-10-19,3148.000000,3148.000000,3102.149902,3102.149902,3102.149902,99
2012-10-22,3006.560059,3006.560059,3006.560059,3003.000000,3003.000000,251
2012-10-23,3003.000000,3003.000000,3003.000000,3003.000000,3003.000000,0
2012-10-24,2992.000000,2992.000000,2992.000000,2992.000000,2992.000000,5
2012-10-25,2955.000000,2965.699951,2955.000000,2965.699951,2965.699951,383
2012-10-26,3025.000000,3080.000000,2992.000000,3080.000000,3080.000000,13757
2012-10-29,3080.000000,3080.000000,3080.000000,3080.000000,3080.000000,0
2012-10-30,3080.000000,3080.000000,3080.000000,3080.000000,3080.000000,0
2012-10-31,3049.500000,3049.500000,3030.100098,3030.000000,3030.000000,3165
2012-11-05,3030.000000,3030.000000,3030.000000,3030.000000,3030.000000,0
2012-11-06,3030.000000,3030.000000,3030.000000,3030.000000,3030.000000,0
2012-11-07,3030.000000,3030.000000,3030.000000,3030.000000,3030.000000,0
2012-11-08,3048.000000,3048.000000,3023.500000,3023.500000,3023.500000,3800
2012-11-09,2992.000000,2992.000000,2992.000000,2992.000000,2992.000000,174
2012-11-12,2992.010010,3008.000000,2992.010010,3008.000000,3008.000000,522
2012-11-13,2984.000000,2984.000000,2984.000000,2984.000000,2984.000000,60
2012-11-14,2984.000000,2984.000000,2984.000000,2984.000000,2984.000000,0
2012-11-15,2932.000000,2932.000000,2932.000000,2932.000000,2932.000000,120
2012-11-16,2975.000000,2975.000000,2970.000000,2971.330078,2971.330078,1612
2012-11-20,2971.330078,2971.330078,2971.330078,2971.330078,2971.330078,0
2012-11-21,3058.000000,3102.800049,3058.000000,3102.800049,3102.800049,831
2012-11-22,3102.800049,3102.800049,3102.800049,3102.800049,3102.800049,0
2012-11-23,3112.000000,3112.000000,3112.000000,3112.000000,3112.000000,325
2012-11-26,3120.000000,3155.000000,3120.000000,3155.000000,3155.000000,288
2012-11-27,3165.000000,3165.000000,3165.000000,3165.000000,3165.000000,300
2012-11-28,3189.800049,3189.800049,3189.800049,3189.800049,3189.800049,155
2012-11-29,3240.000000,3253.000000,3240.000000,3253.000000,3253.000000,1458
2012-11-30,3225.000000,3263.500000,3225.000000,3263.500000,3263.500000,2110
2012-12-03,3263.500000,3263.500000,3263.500000,3263.500000,3263.500000,0
2012-12-04,3235.000000,3255.699951,3235.000000,3255.699951,3255.699951,310
2012-12-05,3295.000000,3295.000000,3295.000000,3295.000000,3295.000000,500
2012-12-06,3295.000000,3295.000000,3295.000000,3295.000000,3295.000000,0
2012-12-07,3250.000000,3250.000000,3250.000000,3250.000000,3250.000000,497
2012-12-10,3243.659912,3243.659912,3185.000000,3185.000000,3185.000000,224
2012-12-11,3208.040039,3213.199951,3208.040039,3213.199951,3213.199951,160
2012-12-13,3219.760010,3219.760010,3219.760010,3219.760010,3219.760010,100
2012-12-14,3219.760010,3219.760010,3219.760010,3219.760010,3219.760010,0
2012-12-17,3219.760010,3219.760010,3219.760010,3219.760010,3219.760010,0
2012-12-18,3277.000000,3334.000000,3277.000000,3334.000000,3334.000000,547
2012-12-19,3290.000000,3290.000000,3289.600098,3289.600098,3289.600098,1600
2012-12-20,3289.600098,3289.600098,3289.600098,3289.600098,3289.600098,0
2012-12-21,3291.959961,3317.600098,3291.959961,3317.600098,3317.600098,1510
2012-12-24,3350.000000,3350.000000,3350.000000,3350.000000,3350.000000,113
2012-12-26,3349.489990,3349.489990,3349.489990,3349.489990,3349.489990,6
2012-12-27,3201.000000,3201.000000,3188.060059,3188.060059,3188.060059,981
2012-12-28,3214.000000,3214.000000,3214.000000,3214.000000,3214.000000,338
2012-12-31,3214.000000,3214.000000,3214.000000,3214.000000,3214.000000,0
2013-01-02,3239.000000,3239.000000,3239.000000,3239.000000,3239.000000,3301
2013-01-03,3296.000000,3296.000000,3296.000000,3296.000000,3296.000000,320
2013-01-04,3296.000000,3296.000000,3296.000000,3296.000000,3296.000000,0
2013-01-07,3355.159912,3430.000000,3355.159912,3430.000000,3430.000000,1025
2013-01-08,3410.000000,3410.000000,3390.000000,3404.739990,3404.739990,10598
2013-01-09,3410.000000,3419.000000,3410.000000,3419.000000,3419.000000,165
2013-01-10,3357.219971,3357.219971,3330.500000,3330.500000,3330.500000,46
2013-01-11,3376.500000,3385.000000,3376.500000,3385.000000,3385.000000,405
2013-01-14,3440.000000,3460.000000,3437.399902,3460.000000,3460.000000,280
2013-01-15,3460.000000,3460.000000,3460.000000,3460.000000,3460.000000,0
2013-01-16,3405.000000,3405.000000,3402.000000,3402.000000,3402.000000,1778
2013-01-17,3419.899902,3419.899902,3409.770020,3409.770020,3409.770020,2021
2013-01-18,3434.969971,3434.969971,3420.000000,3427.000000,3427.000000,3166
2013-01-21,3427.000000,3427.000000,3427.000000,3427.000000,3427.000000,0
2013-01-22,3450.649902,3450.649902,3443.699951,3443.699951,3443.699951,13
2013-01-23,3443.699951,3443.699951,3443.699951,3443.699951,3443.699951,0
2013-01-24,3474.280029,3474.280029,3474.280029,3443.699951,3443.699951,1
2013-01-25,3520.000000,3593.000000,3520.000000,3588.000000,3588.000000,4593
2013-01-28,3558.500000,3558.500000,3528.000000,3529.000000,3529.000000,4025
2013-01-29,3420.000000,3420.000000,3399.000000,3411.000000,3411.000000,1570
2013-01-30,3533.199951,3533.199951,3420.000000,3480.000000,3480.000000,5452
2013-01-31,3400.000000,3400.000000,3393.000000,3393.000000,3393.000000,217
2013-02-01,3356.270020,3356.270020,3356.270020,3356.270020,3356.270020,1500
2013-02-05,3345.600098,3345.600098,3345.600098,3345.600098,3345.600098,30
2013-02-06,3324.000000,3324.000000,3324.000000,3324.000000,3324.000000,351
2013-02-07,3251.000000,3300.300049,3239.719971,3300.000000,3300.000000,12787
2013-02-08,3304.300049,3304.300049,3304.300049,3304.300049,3304.300049,7
2013-02-11,3308.000000,3308.000000,3278.000000,3278.379883,3278.379883,655
2013-02-12,3278.379883,3278.379883,3278.379883,3278.379883,3278.379883,0
2013-02-13,3385.000000,3402.199951,3385.000000,3399.000000,3399.000000,830
2013-02-14,3412.000000,3415.000000,3412.000000,3415.000000,3415.000000,4688
2013-02-15,3374.500000,3374.500000,3374.500000,3374.500000,3374.500000,50
2013-02-18,3374.500000,3374.500000,3374.500000,3374.500000,3374.500000,0
2013-02-19,3386.800049,3405.500000,3383.500000,3400.000000,3400.000000,4340
2013-02-20,3406.800049,3406.800049,3406.800049,3406.800049,3406.800049,250
2013-02-21,3385.500000,3425.000000,3385.500000,3425.000000,3425.000000,4830
2013-02-22,3370.000000,3370.000000,3352.080078,3352.080078,3352.080078,17
2013-02-25,3352.080078,3352.080078,3352.080078,3352.080078,3352.080078,0
2013-02-26,3352.080078,3352.080078,3352.080078,3352.080078,3352.080078,0
2013-02-27,3320.000000,3360.629883,3320.000000,3360.629883,3360.629883,14660
2013-02-28,3400.000000,3400.000000,3400.000000,3400.000000,3400.000000,15
2013-03-01,3370.000000,3400.000000,3370.000000,3400.000000,3400.000000,294
2013-03-04,3479.000000,3479.000000,3479.000000,3479.000000,3479.000000,147
2013-03-05,3486.280029,3486.280029,3486.280029,3479.000000,3479.000000,2
2013-03-06,3465.000000,3465.000000,3465.000000,3465.000000,3465.000000,6
2013-03-07,3465.000000,3465.000000,3465.000000,3465.000000,3465.000000,0
2013-03-08,3465.000000,3465.000000,3465.000000,3465.000000,3465.000000,12
2013-03-11,3465.000000,3465.000000,3465.000000,3465.000000,3465.000000,0
2013-03-12,3406.500000,3408.050049,3406.500000,3408.000000,3408.000000,2181
2013-03-13,3408.000000,3408.000000,3408.000000,3408.000000,3408.000000,0
2013-03-14,3346.800049,3346.800049,3346.800049,3346.800049,3346.800049,106
2013-03-15,3346.800049,3346.800049,3346.800049,3346.800049,3346.800049,0
2013-03-19,3178.000000,3181.000000,3169.000000,3172.000000,3172.000000,2573
2013-03-20,3180.600098,3187.000000,3180.600098,3185.000000,3185.000000,175
2013-03-21,3185.000000,3185.000000,3185.000000,3185.000000,3185.000000,0
2013-03-22,3185.000000,3185.000000,3185.000000,3185.000000,3185.000000,0
2013-03-25,3185.000000,3185.000000,3185.000000,3185.000000,3185.000000,0
2013-03-26,3185.000000,3185.000000,3185.000000,3185.000000,3185.000000,0
2013-03-27,3269.500000,3270.500000,3265.500000,3265.500000,3265.500000,458
2013-04-01,3250.000000,3250.000000,3250.000000,3250.000000,3250.000000,20
2013-04-02,3250.000000,3250.000000,3250.000000,3250.000000,3250.000000,5
2013-04-03,3200.000000,3200.000000,3200.000000,3200.000000,3200.000000,190
2013-04-04,3200.000000,3200.000000,3200.000000,3200.000000,3200.000000,0
2013-04-05,3140.570068,3140.570068,3108.149902,3108.149902,3108.149902,582
2013-04-08,3108.149902,3108.149902,3108.149902,3108.149902,3108.149902,0
2013-04-09,3179.000000,3179.000000,3177.500000,3177.500000,3177.500000,188
2013-04-10,3177.500000,3190.500000,3177.500000,3190.500000,3190.500000,74
2013-04-11,3237.000000,3237.000000,3237.000000,3237.000000,3237.000000,161
2013-04-12,3284.500000,3284.500000,3284.500000,3284.500000,3284.500000,11
2013-04-15,3284.500000,3284.500000,3284.500000,3284.500000,3284.500000,0
2013-04-16,3270.000000,3270.000000,3270.000000,3270.000000,3270.000000,25
2013-04-17,3285.000000,3285.000000,3264.879883,3264.879883,3264.879883,530
2013-04-18,3183.500000,3183.500000,3182.000000,3183.000000,3183.000000,4022
2013-04-19,3200.000000,3205.000000,3200.000000,3205.000000,3205.000000,57
2013-04-22,3205.000000,3205.000000,3205.000000,3205.000000,3205.000000,0
2013-04-23,3205.000000,3205.000000,3205.000000,3205.000000,3205.000000,0
2013-04-24,3205.000000,3205.000000,3205.000000,3205.000000,3205.000000,0
2013-04-25,3320.000000,3350.000000,3318.000000,3341.090088,3341.090088,427
2013-04-26,3102.000000,3102.000000,3101.000000,3101.000000,3101.000000,254
2013-04-29,3088.199951,3088.199951,3058.000000,3058.000000,3058.000000,3937
2013-04-30,3081.000000,3088.000000,3073.000000,3082.000000,3082.000000,582
2013-05-02,3030.000000,3030.000000,3030.000000,3030.000000,3030.000000,16
2013-05-03,3134.000000,3134.000000,3116.110107,3116.110107,3116.110107,312
2013-05-06,3100.000000,3100.229980,3086.669922,3086.669922,3086.669922,503
2013-05-07,3100.530029,3127.500000,3093.459961,3119.000000,3119.000000,817
2013-05-08,3119.000000,3119.000000,3119.000000,3119.000000,3119.000000,0
2013-05-09,3129.500000,3129.500000,3129.500000,3129.500000,3129.500000,318
2013-05-10,3157.870117,3157.870117,3157.870117,3157.870117,3157.870117,5
2013-05-13,3157.870117,3157.870117,3157.870117,3157.870117,3157.870117,0
2013-05-14,3257.100098,3269.300049,3257.000000,3269.300049,3269.300049,590
2013-05-15,3275.000000,3280.649902,3240.659912,3240.659912,3240.659912,621
2013-05-16,3255.000000,3260.000000,3255.000000,3260.000000,3260.000000,23
2013-05-17,3278.100098,3278.100098,3278.100098,3278.100098,3278.100098,15
2013-05-20,3285.929932,3301.500000,3285.929932,3301.500000,3301.500000,311
2013-05-21,3325.500000,3325.500000,3314.000000,3323.000000,3323.000000,349
2013-05-22,3323.000000,3323.000000,3323.000000,3323.000000,3323.000000,0
2013-05-23,3270.000000,3270.000000,3270.000000,3323.000000,3323.000000,1
2013-05-24,3264.000000,3264.000000,3264.000000,3264.000000,3264.000000,225
2013-05-27,3264.000000,3264.000000,3264.000000,3264.000000,3264.000000,0
2013-05-28,3367.000000,3373.500000,3367.000000,3373.500000,3373.500000,603
2013-05-29,3385.000000,3390.000000,3377.000000,3377.000000,3377.000000,142
2013-05-30,3377.000000,3377.000000,3377.000000,3377.000000,3377.000000,0
2013-05-31,3377.000000,3377.000000,3377.000000,3377.000000,3377.000000,0
2013-06-03,3377.000000,3377.000000,3377.000000,3377.000000,3377.000000,0
2013-06-04,3373.000000,3373.000000,3365.679932,3365.679932,3365.679932,94
2013-06-05,3425.500000,3425.500000,3425.500000,3425.500000,3425.500000,590
2013-06-06,3425.500000,3425.500000,3425.500000,3425.500000,3425.500000,0
2013-06-07,3527.929932,3527.929932,3514.399902,3514.399902,3514.399902,1550
2013-06-10,3616.080078,3616.080078,3616.080078,3616.080078,3616.080078,2396
2013-06-11,3600.000000,3600.000000,3562.000000,3562.000000,3562.000000,456
2013-06-12,3515.000000,3515.000000,3490.000000,3500.000000,3500.000000,2153
2013-06-13,3490.000000,3490.000000,3490.000000,3490.000000,3490.000000,200
2013-06-14,3470.000000,3490.000000,3470.000000,3477.550049,3477.550049,12170
2013-06-17,3477.550049,3477.550049,3477.550049,3477.550049,3477.550049,0
2013-06-18,3622.000000,3635.000000,3622.000000,3635.000000,3635.000000,265
2013-06-19,3660.000000,3660.000000,3660.000000,3660.000000,3660.000000,6
2013-06-20,3660.000000,3712.000000,3660.000000,3680.000000,3680.000000,561
2013-06-21,3637.899902,3637.899902,3611.229980,3616.000000,3616.000000,134
2013-06-24,3616.000000,3616.000000,3616.000000,3616.000000,3616.000000,0
2013-06-25,3584.000000,3584.000000,3584.000000,3584.000000,3584.000000,26
2013-06-26,3649.260010,3662.000000,3643.379883,3643.379883,3643.379883,782
2013-06-27,3580.399902,3580.399902,3580.399902,3580.399902,3580.399902,18
2013-06-28,3607.270020,3607.270020,3607.270020,3607.270020,3607.270020,33
2013-07-01,3607.270020,3607.270020,3607.270020,3607.270020,3607.270020,0
2013-07-02,3723.250000,3723.250000,3690.000000,3708.000000,3708.000000,1710
2013-07-03,3708.000000,3708.000000,3708.000000,3708.000000,3708.000000,0
2013-07-04,3708.000000,3708.000000,3708.000000,3708.000000,3708.000000,0
2013-07-05,3708.000000,3740.530029,3708.000000,3740.530029,3740.530029,21
2013-07-08,3750.000000,3752.000000,3750.000000,3752.000000,3752.000000,1840
2013-07-09,3738.879883,3747.729980,3738.879883,3747.729980,3747.729980,23
2013-07-10,3743.000000,3748.000000,3739.469971,3739.469971,3739.469971,165
2013-07-11,3788.280029,3845.199951,3788.280029,3845.199951,3845.199951,2271
2013-07-12,3916.300049,3923.290039,3913.500000,3914.000000,3914.000000,1120
2013-07-15,3914.000000,3914.000000,3914.000000,3914.000000,3914.000000,0
2013-07-16,3883.000000,3883.000000,3879.000000,3879.000000,3879.000000,796
2013-07-17,3879.000000,3879.000000,3879.000000,3879.000000,3879.000000,0
2013-07-18,3879.000000,3879.000000,3879.000000,3879.000000,3879.000000,0
2013-07-19,3879.000000,3879.000000,3879.000000,3879.000000,3879.000000,0
2013-07-22,3810.000000,3810.000000,3810.000000,3810.000000,3810.000000,26
2013-07-23,3789.320068,3789.320068,3789.320068,3810.000000,3810.000000,1
2013-07-24,3810.000000,3810.000000,3768.000000,3768.000000,3768.000000,298
2013-07-25,3791.300049,3840.810059,3791.300049,3836.500000,3836.500000,1052
2013-07-26,3932.000000,3970.000000,3925.870117,3950.000000,3950.000000,1717
2013-07-29,3965.370117,3965.370117,3900.000000,3900.000000,3900.000000,165
2013-07-30,3867.820068,3909.500000,3867.820068,3881.500000,3881.500000,900
2013-07-31,3884.000000,3884.000000,3884.000000,3884.000000,3884.000000,962
2013-08-01,3825.000000,3922.000000,3825.000000,3922.000000,3922.000000,1293
2013-08-02,3922.000000,3922.000000,3922.000000,3922.000000,3922.000000,0
2013-08-05,3780.899902,3794.000000,3780.899902,3794.000000,3794.000000,2746
2013-08-06,3791.000000,3791.000000,3791.000000,3791.000000,3791.000000,10
2013-08-07,3791.120117,3791.120117,3778.350098,3781.000000,3781.000000,470
